"Subject" "Activity" "Variable" "MeanValue"
2 "WALKING_UPSTAIRS" "TimeBodyAccelerationStdDeviationX" -0.161591924234043
2 "WALKING_UPSTAIRS" "TimeBodyAccelerationStdDeviationY" -0.00555287692765957
2 "WALKING_UPSTAIRS" "TimeBodyAccelerationStdDeviationZ" -0.0738744931340426
2 "WALKING_UPSTAIRS" "TimeGravityAccelerationMeanX" 0.931861027446809
2 "WALKING_UPSTAIRS" "TimeGravityAccelerationMeanY" -0.0565670278723404
2 "WALKING_UPSTAIRS" "TimeGravityAccelerationMeanZ" 0.0227527702016383
2 "WALKING_UPSTAIRS" "TimeGravityAccelerationStdDeviationX" -0.959216072340425
2 "WALKING_UPSTAIRS" "TimeGravityAccelerationStdDeviationY" -0.937039417446809
2 "WALKING_UPSTAIRS" "TimeGravityAccelerationStdDeviationZ" -0.864745838297872
2 "WALKING_UPSTAIRS" "TimeBodyAccelerationJerkMeanX" 0.0648829303510638
2 "WALKING_UPSTAIRS" "TimeBodyAccelerationJerkMeanY" 0.0266314282191489
2 "WALKING_UPSTAIRS" "TimeBodyAccelerationJerkMeanZ" -0.0513375831851064
2 "WALKING_UPSTAIRS" "TimeBodyAccelerationJerkStdDeviationX" -0.187220175510638
2 "WALKING_UPSTAIRS" "TimeBodyAccelerationJerkStdDeviationY" -0.177803083425532
2 "WALKING_UPSTAIRS" "TimeBodyAccelerationJerkStdDeviationZ" -0.607520480212766
2 "WALKING_UPSTAIRS" "TimeBodyGyroscopeMeanX" 0.0733447168425532
2 "WALKING_UPSTAIRS" "TimeBodyGyroscopeMeanY" -0.0954600216446809
2 "WALKING_UPSTAIRS" "TimeBodyGyroscopeMeanZ" 0.0879664182957447
2 "WALKING_UPSTAIRS" "TimeBodyGyroscopeStdDeviationX" -0.308534708121277
2 "WALKING_UPSTAIRS" "TimeBodyGyroscopeStdDeviationY" 0.0411724668680851
2 "WALKING_UPSTAIRS" "TimeBodyGyroscopeStdDeviationZ" -0.320509332297872
2 "WALKING_UPSTAIRS" "TimeBodyGyroscopeJerkMeanX" -0.157212539189362
2 "WALKING_UPSTAIRS" "TimeBodyGyroscopeJerkMeanY" -0.0372348522521277
2 "WALKING_UPSTAIRS" "TimeBodyGyroscopeJerkMeanZ" -0.036502173787234
2 "WALKING_UPSTAIRS" "TimeBodyGyroscopeJerkStdDeviationX" -0.427291343617021
2 "WALKING_UPSTAIRS" "TimeBodyGyroscopeJerkStdDeviationY" -0.60462905787234
2 "WALKING_UPSTAIRS" "TimeBodyGyroscopeJerkStdDeviationZ" -0.482244799361702
2 "WALKING_UPSTAIRS" "TimeBodyAccelerationMagnitudeMean" -0.0266623294757447
2 "WALKING_UPSTAIRS" "TimeBodyAccelerationMagnitudeStdDeviation" -0.211537480214383
2 "WALKING_UPSTAIRS" "TimeGravityAccelerationMagnitudeMean" -0.0266623294757447
2 "WALKING_UPSTAIRS" "TimeGravityAccelerationMagnitudeStdDeviation" -0.211537480214383
2 "WALKING_UPSTAIRS" "TimeBodyAccelerationJerkMagnitudeMean" -0.262038042446809
2 "WALKING_UPSTAIRS" "TimeBodyAccelerationJerkMagnitudeStdDeviation" -0.226010197889362
2 "WALKING_UPSTAIRS" "TimeBodyGyroscopeMagnitudeMean" 0.0438573846851064
2 "WALKING_UPSTAIRS" "TimeBodyGyroscopeMagnitudeStdDeviation" -0.113062673542979
2 "WALKING_UPSTAIRS" "TimeBodyGyroscopeJerkMagnitudeMean" -0.523462968510638
2 "WALKING_UPSTAIRS" "TimeBodyGyroscopeJerkMagnitudeStdDeviation" -0.618272355319149
2 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationMeanX" -0.139410790617021
2 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationMeanY" -0.0390688222212766
2 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationMeanZ" -0.301206408085106
2 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationStdDeviationX" -0.171957349438298
2 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationStdDeviationY" -0.051628469647234
2 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationStdDeviationZ" -0.0342347233914894
2 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationJerkMeanX" -0.20121432216383
2 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationJerkMeanY" -0.206872839212766
2 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationJerkMeanZ" -0.553230667234043
2 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationJerkStdDeviationX" -0.247598320858298
2 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationJerkStdDeviationY" -0.202796129097872
2 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationJerkStdDeviationZ" -0.662894135319149
2 "WALKING_UPSTAIRS" "FrequencyBodyGyroscopeMeanX" -0.218524716912766
2 "WALKING_UPSTAIRS" "FrequencyBodyGyroscopeMeanY" -0.235858986212766
2 "WALKING_UPSTAIRS" "FrequencyBodyGyroscopeMeanZ" -0.262763367170213
2 "WALKING_UPSTAIRS" "FrequencyBodyGyroscopeStdDeviationX" -0.34130162006383
2 "WALKING_UPSTAIRS" "FrequencyBodyGyroscopeStdDeviationY" 0.171735785297872
2 "WALKING_UPSTAIRS" "FrequencyBodyGyroscopeStdDeviationZ" -0.403822082765957
2 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationMagnitudeMean" -0.166866721574468
2 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationMagnitudeStdDeviation" -0.361437534680851
2 "WALKING_UPSTAIRS" "FrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.153553147382979
2 "WALKING_UPSTAIRS" "FrequencyBodyBodyAccelerationJerkMagnitudeStdDeviation" -0.334365043829787
2 "WALKING_UPSTAIRS" "FrequencyBodyBodyGyroscopeMagnitudeMean" -0.265371689148936
2 "WALKING_UPSTAIRS" "FrequencyBodyBodyGyroscopeMagnitudeStdDeviation" -0.166969377765957
2 "WALKING_UPSTAIRS" "FrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.600582998297872
2 "WALKING_UPSTAIRS" "FrequencyBodyBodyGyroscopeJerkMagnitudeStdDeviation" -0.67129056212766
3 "LAYING" "TimeBodyAccelerationMeanX" 0.280592970877193
3 "LAYING" "TimeBodyAccelerationMeanY" -0.0176598052315789
3 "LAYING" "TimeBodyAccelerationMeanZ" -0.108786578070175
3 "LAYING" "TimeBodyAccelerationStdDeviationX" -0.98477733
3 "LAYING" "TimeBodyAccelerationStdDeviationY" -0.972196873859649
3 "LAYING" "TimeBodyAccelerationStdDeviationZ" -0.971311176842105
3 "LAYING" "TimeGravityAccelerationMeanX" -0.134832031403509
3 "LAYING" "TimeGravityAccelerationMeanY" 0.943017941403509
3 "LAYING" "TimeGravityAccelerationMeanZ" 0.112620189964912
3 "LAYING" "TimeGravityAccelerationStdDeviationX" -0.97956560245614
3 "LAYING" "TimeGravityAccelerationStdDeviationY" -0.990765579649123
3 "LAYING" "TimeGravityAccelerationStdDeviationZ" -0.984192606315789
3 "LAYING" "TimeBodyAccelerationJerkMeanX" 0.0766645337017544
3 "LAYING" "TimeBodyAccelerationJerkMeanY" 0.0122193853629825
3 "LAYING" "TimeBodyAccelerationJerkMeanZ" 0.00277690502070175
3 "LAYING" "TimeBodyAccelerationJerkStdDeviationX" -0.985259108596491
3 "LAYING" "TimeBodyAccelerationJerkStdDeviationY" -0.972777455263158
3 "LAYING" "TimeBodyAccelerationJerkStdDeviationZ" -0.982111784210526
3 "LAYING" "TimeBodyGyroscopeMeanX" -0.0191743840136842
3 "LAYING" "TimeBodyGyroscopeMeanY" -0.041559989822807
3 "LAYING" "TimeBodyGyroscopeMeanZ" 0.152019015929825
3 "LAYING" "TimeBodyGyroscopeStdDeviationX" -0.980836884561403
3 "LAYING" "TimeBodyGyroscopeStdDeviationY" -0.982442644035088
3 "LAYING" "TimeBodyGyroscopeStdDeviationZ" -0.959897432807018
3 "LAYING" "TimeBodyGyroscopeJerkMeanX" -0.102297501877193
3 "LAYING" "TimeBodyGyroscopeJerkMeanY" -0.0412391429298246
3 "LAYING" "TimeBodyGyroscopeJerkMeanZ" -0.0666957489649123
3 "LAYING" "TimeBodyGyroscopeJerkStdDeviationX" -0.981724838421053
3 "LAYING" "TimeBodyGyroscopeJerkStdDeviationY" -0.990845724736842
3 "LAYING" "TimeBodyGyroscopeJerkStdDeviationZ" -0.986549063333333
3 "LAYING" "TimeBodyAccelerationMagnitudeMean" -0.980621180175439
3 "LAYING" "TimeBodyAccelerationMagnitudeStdDeviation" -0.972891829473684
3 "LAYING" "TimeGravityAccelerationMagnitudeMean" -0.980621180175439
3 "LAYING" "TimeGravityAccelerationMagnitudeStdDeviation" -0.972891829473684
3 "LAYING" "TimeBodyAccelerationJerkMagnitudeMean" -0.983330628421053
3 "LAYING" "TimeBodyAccelerationJerkMagnitudeStdDeviation" -0.976504858596491
3 "LAYING" "TimeBodyGyroscopeMagnitudeMean" -0.952523752105263
3 "LAYING" "TimeBodyGyroscopeMagnitudeStdDeviation" -0.954713182807018
3 "LAYING" "TimeBodyGyroscopeJerkMagnitudeMean" -0.990641248245614
3 "LAYING" "TimeBodyGyroscopeJerkMagnitudeStdDeviation" -0.984476476666667
3 "LAYING" "FrequencyBodyAccelerationMeanX" -0.983801365614035
3 "LAYING" "FrequencyBodyAccelerationMeanY" -0.971403935438596
3 "LAYING" "FrequencyBodyAccelerationMeanZ" -0.973576812807018
3 "LAYING" "FrequencyBodyAccelerationStdDeviationX" -0.985322211929825
3 "LAYING" "FrequencyBodyAccelerationStdDeviationY" -0.973589287368421
3 "LAYING" "FrequencyBodyAccelerationStdDeviationZ" -0.971668077017544
3 "LAYING" "FrequencyBodyAccelerationJerkMeanX" -0.984884874385965
3 "LAYING" "FrequencyBodyAccelerationJerkMeanY" -0.973882496666667
3 "LAYING" "FrequencyBodyAccelerationJerkMeanZ" -0.979564844210526
3 "LAYING" "FrequencyBodyAccelerationJerkStdDeviationX" -0.987122678245614
3 "LAYING" "FrequencyBodyAccelerationJerkStdDeviationY" -0.973486716315789
3 "LAYING" "FrequencyBodyAccelerationJerkStdDeviationZ" -0.983302949122807
3 "LAYING" "FrequencyBodyGyroscopeMeanX" -0.97618747122807
3 "LAYING" "FrequencyBodyGyroscopeMeanY" -0.982640271929825
3 "LAYING" "FrequencyBodyGyroscopeMeanZ" -0.961434420701754
3 "LAYING" "FrequencyBodyGyroscopeStdDeviationX" -0.982424585438596
3 "LAYING" "FrequencyBodyGyroscopeStdDeviationY" -0.982660631754386
3 "LAYING" "FrequencyBodyGyroscopeStdDeviationZ" -0.963183902982456
3 "LAYING" "FrequencyBodyAccelerationMagnitudeMean" -0.973994004561404
3 "LAYING" "FrequencyBodyAccelerationMagnitudeStdDeviation" -0.976037695614035
3 "LAYING" "FrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.976940774561403
3 "LAYING" "FrequencyBodyBodyAccelerationJerkMagnitudeStdDeviation" -0.975126531403509
3 "LAYING" "FrequencyBodyBodyGyroscopeMagnitudeMean" -0.967093356491228
3 "LAYING" "FrequencyBodyBodyGyroscopeMagnitudeStdDeviation" -0.954849053508772
3 "LAYING" "FrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.985978837192982
3 "LAYING" "FrequencyBodyBodyGyroscopeJerkMagnitudeStdDeviation" -0.983569468245614
3 "SITTING" "TimeBodyAccelerationMeanX" 0.276590197358491
3 "SITTING" "TimeBodyAccelerationMeanY" -0.0149195616754717
3 "SITTING" "TimeBodyAccelerationMeanZ" -0.112840218339623
3 "SITTING" "TimeBodyAccelerationStdDeviationX" -0.982796562075472
3 "SITTING" "TimeBodyAccelerationStdDeviationY" -0.921402118113208
3 "SITTING" "TimeBodyAccelerationStdDeviationZ" -0.968370181886792
3 "SITTING" "TimeGravityAccelerationMeanX" 0.871963798301887
3 "SITTING" "TimeGravityAccelerationMeanY" 0.213716305739623
3 "SITTING" "TimeGravityAccelerationMeanZ" 0.188531695981132
3 "SITTING" "TimeGravityAccelerationStdDeviationX" -0.988069341132075
3 "SITTING" "TimeGravityAccelerationStdDeviationY" -0.949792572075472
3 "SITTING" "TimeGravityAccelerationStdDeviationZ" -0.971661610754717
3 "SITTING" "TimeBodyAccelerationJerkMeanX" 0.0761777324716981
3 "SITTING" "TimeBodyAccelerationJerkMeanY" -0.000213838552075472
3 "SITTING" "TimeBodyAccelerationJerkMeanZ" 0.00833400761716981
3 "SITTING" "TimeBodyAccelerationJerkStdDeviationX" -0.980335163584906
3 "SITTING" "TimeBodyAccelerationJerkStdDeviationY" -0.966766643396226
3 "SITTING" "TimeBodyAccelerationJerkStdDeviationZ" -0.983441609622641
3 "SITTING" "TimeBodyGyroscopeMeanX" -0.0399984915849057
3 "SITTING" "TimeBodyGyroscopeMeanY" -0.0755284478679245
3 "SITTING" "TimeBodyGyroscopeMeanZ" 0.0761739419056604
3 "SITTING" "TimeBodyGyroscopeStdDeviationX" -0.988164911509434
3 "SITTING" "TimeBodyGyroscopeStdDeviationY" -0.982249040188679
3 "SITTING" "TimeBodyGyroscopeStdDeviationZ" -0.95284431245283
3 "SITTING" "TimeBodyGyroscopeJerkMeanX" -0.0948423481320755
3 "SITTING" "TimeBodyGyroscopeJerkMeanY" -0.0392813049264151
3 "SITTING" "TimeBodyGyroscopeJerkMeanZ" -0.0505395462396226
3 "SITTING" "TimeBodyGyroscopeJerkStdDeviationX" -0.990501518301887
3 "SITTING" "TimeBodyGyroscopeJerkStdDeviationY" -0.988554820188679
3 "SITTING" "TimeBodyGyroscopeJerkStdDeviationZ" -0.981016044716981
3 "SITTING" "TimeBodyAccelerationMagnitudeMean" -0.961970763773585
3 "SITTING" "TimeBodyAccelerationMagnitudeStdDeviation" -0.944581826415094
3 "SITTING" "TimeGravityAccelerationMagnitudeMean" -0.961970763773585
3 "SITTING" "TimeGravityAccelerationMagnitudeStdDeviation" -0.944581826415094
3 "SITTING" "TimeBodyAccelerationJerkMagnitudeMean" -0.97935563509434
3 "SITTING" "TimeBodyAccelerationJerkMagnitudeStdDeviation" -0.974511726792453
3 "SITTING" "TimeBodyGyroscopeMagnitudeMean" -0.951884472075472
3 "SITTING" "TimeBodyGyroscopeMagnitudeStdDeviation" -0.959964488301887
3 "SITTING" "TimeBodyGyroscopeJerkMagnitudeMean" -0.989519031132076
3 "SITTING" "TimeBodyGyroscopeJerkMagnitudeStdDeviation" -0.986256664716981
3 "SITTING" "FrequencyBodyAccelerationMeanX" -0.981481454339623
3 "SITTING" "FrequencyBodyAccelerationMeanY" -0.934503182830189
3 "SITTING" "FrequencyBodyAccelerationMeanZ" -0.972855110377359
3 "SITTING" "FrequencyBodyAccelerationStdDeviationX" -0.983389810188679
3 "SITTING" "FrequencyBodyAccelerationStdDeviationY" -0.920047161698113
3 "SITTING" "FrequencyBodyAccelerationStdDeviationZ" -0.967884390943396
3 "SITTING" "FrequencyBodyAccelerationJerkMeanX" -0.980831750377358
3 "SITTING" "FrequencyBodyAccelerationJerkMeanY" -0.967454617735849
3 "SITTING" "FrequencyBodyAccelerationJerkMeanZ" -0.981124861320755
3 "SITTING" "FrequencyBodyAccelerationJerkStdDeviationX" -0.981607942075472
3 "SITTING" "FrequencyBodyAccelerationJerkStdDeviationY" -0.968421475660377
3 "SITTING" "FrequencyBodyAccelerationJerkStdDeviationZ" -0.984349606792453
3 "SITTING" "FrequencyBodyGyroscopeMeanX" -0.985106875471698
3 "SITTING" "FrequencyBodyGyroscopeMeanY" -0.98263664490566
3 "SITTING" "FrequencyBodyGyroscopeMeanZ" -0.954453821132075
3 "SITTING" "FrequencyBodyGyroscopeStdDeviationX" -0.989189512641509
3 "SITTING" "FrequencyBodyGyroscopeStdDeviationY" -0.982137919056604
3 "SITTING" "FrequencyBodyGyroscopeStdDeviationZ" -0.956802766792453
3 "SITTING" "FrequencyBodyAccelerationMagnitudeMean" -0.953066009056604
3 "SITTING" "FrequencyBodyAccelerationMagnitudeStdDeviation" -0.948521986037736
3 "SITTING" "FrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.975315331509434
3 "SITTING" "FrequencyBodyBodyAccelerationJerkMagnitudeStdDeviation" -0.972289134150943
3 "SITTING" "FrequencyBodyBodyGyroscopeMagnitudeMean" -0.969799951132076
3 "SITTING" "FrequencyBodyBodyGyroscopeMagnitudeStdDeviation" -0.960711241886792
3 "SITTING" "FrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.987255972641509
3 "SITTING" "FrequencyBodyBodyGyroscopeJerkMagnitudeStdDeviation" -0.985607229245283
3 "STANDING" "TimeBodyAccelerationMeanX" 0.277715562765957
3 "STANDING" "TimeBodyAccelerationMeanY" -0.0171990886595745
3 "STANDING" "TimeBodyAccelerationMeanZ" -0.108686630425532
3 "STANDING" "TimeBodyAccelerationStdDeviationX" -0.994978878723404
3 "STANDING" "TimeBodyAccelerationStdDeviationY" -0.964173331702128
3 "STANDING" "TimeBodyAccelerationStdDeviationZ" -0.986382712765957
3 "STANDING" "TimeGravityAccelerationMeanX" 0.956464535957447
3 "STANDING" "TimeGravityAccelerationMeanY" -0.173082704680851
3 "STANDING" "TimeGravityAccelerationMeanZ" 0.127198423404255
3 "STANDING" "TimeGravityAccelerationStdDeviationX" -0.994529398085106
3 "STANDING" "TimeGravityAccelerationStdDeviationY" -0.981047828723404
3 "STANDING" "TimeGravityAccelerationStdDeviationZ" -0.989433253617021
3 "STANDING" "TimeBodyAccelerationJerkMeanX" 0.0760097721914894
3 "STANDING" "TimeBodyAccelerationJerkMeanY" 0.0124130965551064
3 "STANDING" "TimeBodyAccelerationJerkMeanZ" -0.00074591623212766
3 "STANDING" "TimeBodyAccelerationJerkStdDeviationX" -0.992527404255319
3 "STANDING" "TimeBodyAccelerationJerkStdDeviationY" -0.979428279574468
3 "STANDING" "TimeBodyAccelerationJerkStdDeviationZ" -0.990132989574468
3 "STANDING" "TimeBodyGyroscopeMeanX" -0.0293141521489362
3 "STANDING" "TimeBodyGyroscopeMeanY" -0.0765465041914894
3 "STANDING" "TimeBodyGyroscopeMeanZ" 0.0810588216170213
3 "STANDING" "TimeBodyGyroscopeStdDeviationX" -0.980242494680851
3 "STANDING" "TimeBodyGyroscopeStdDeviationY" -0.994210471914894
3 "STANDING" "TimeBodyGyroscopeStdDeviationZ" -0.980636664893617
3 "STANDING" "TimeBodyGyroscopeJerkMeanX" -0.099519355893617
3 "STANDING" "TimeBodyGyroscopeJerkMeanY" -0.0395992140851064
3 "STANDING" "TimeBodyGyroscopeJerkMeanZ" -0.0524732752340426
3 "STANDING" "TimeBodyGyroscopeJerkStdDeviationX" -0.986690403617021
3 "STANDING" "TimeBodyGyroscopeJerkStdDeviationY" -0.995571631276596
3 "STANDING" "TimeBodyGyroscopeJerkStdDeviationZ" -0.990663218510638
3 "STANDING" "TimeBodyAccelerationMagnitudeMean" -0.984853836595745
3 "STANDING" "TimeBodyAccelerationMagnitudeStdDeviation" -0.98030536893617
3 "STANDING" "TimeGravityAccelerationMagnitudeMean" -0.984853836595745
3 "STANDING" "TimeGravityAccelerationMagnitudeStdDeviation" -0.98030536893617
3 "STANDING" "TimeBodyAccelerationJerkMagnitudeMean" -0.989242377234043
3 "STANDING" "TimeBodyAccelerationJerkMagnitudeStdDeviation" -0.988853960638298
3 "STANDING" "TimeBodyGyroscopeMagnitudeMean" -0.979978011489362
3 "STANDING" "TimeBodyGyroscopeMagnitudeStdDeviation" -0.977071437446808
3 "STANDING" "TimeBodyGyroscopeJerkMagnitudeMean" -0.993428183617021
3 "STANDING" "TimeBodyGyroscopeJerkMagnitudeStdDeviation" -0.992579166595745
3 "STANDING" "FrequencyBodyAccelerationMeanX" -0.993808050638298
3 "STANDING" "FrequencyBodyAccelerationMeanY" -0.968703072553191
3 "STANDING" "FrequencyBodyAccelerationMeanZ" -0.987669785531915
3 "STANDING" "FrequencyBodyAccelerationStdDeviationX" -0.995573762978723
3 "STANDING" "FrequencyBodyAccelerationStdDeviationY" -0.96350679
3 "STANDING" "FrequencyBodyAccelerationStdDeviationZ" -0.985958517446809
3 "STANDING" "FrequencyBodyAccelerationJerkMeanX" -0.992385450851064
3 "STANDING" "FrequencyBodyAccelerationJerkMeanY" -0.979287024255319
3 "STANDING" "FrequencyBodyAccelerationJerkMeanZ" -0.988460788085106
3 "STANDING" "FrequencyBodyAccelerationJerkStdDeviationX" -0.993414564042553
3 "STANDING" "FrequencyBodyAccelerationJerkStdDeviationY" -0.981185823617021
3 "STANDING" "FrequencyBodyAccelerationJerkStdDeviationZ" -0.990378149574468
3 "STANDING" "FrequencyBodyGyroscopeMeanX" -0.978301717234043
3 "STANDING" "FrequencyBodyGyroscopeMeanY" -0.994025488297872
3 "STANDING" "FrequencyBodyGyroscopeMeanZ" -0.980762968085106
3 "STANDING" "FrequencyBodyGyroscopeStdDeviationX" -0.981009115744681
3 "STANDING" "FrequencyBodyGyroscopeStdDeviationY" -0.994353086595745
3 "STANDING" "FrequencyBodyGyroscopeStdDeviationZ" -0.98230878106383
3 "STANDING" "FrequencyBodyAccelerationMagnitudeMean" -0.982255413617021
3 "STANDING" "FrequencyBodyAccelerationMagnitudeStdDeviation" -0.981503969574468
3 "STANDING" "FrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.988636595319149
3 "STANDING" "FrequencyBodyBodyAccelerationJerkMagnitudeStdDeviation" -0.98802123106383
3 "STANDING" "FrequencyBodyBodyGyroscopeMagnitudeMean" -0.982576519787234
3 "STANDING" "FrequencyBodyBodyGyroscopeMagnitudeStdDeviation" -0.977437710851064
3 "STANDING" "FrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.992981019787234
3 "STANDING" "FrequencyBodyBodyGyroscopeJerkMagnitudeStdDeviation" -0.992277468510638
3 "WALKING" "TimeBodyAccelerationMeanX" 0.271821892881356
3 "WALKING" "TimeBodyAccelerationMeanY" -0.0166475833623729
3 "WALKING" "TimeBodyAccelerationMeanZ" -0.106096304033898
3 "WALKING" "TimeBodyAccelerationStdDeviationX" -0.422842071864407
3 "WALKING" "TimeBodyAccelerationStdDeviationY" -0.0522120750440678
3 "WALKING" "TimeBodyAccelerationStdDeviationZ" -0.530626311355932
3 "WALKING" "TimeGravityAccelerationMeanX" 0.946468451355932
3 "WALKING" "TimeGravityAccelerationMeanY" -0.212045870169492
3 "WALKING" "TimeGravityAccelerationMeanZ" 0.134053215101695
3 "WALKING" "TimeGravityAccelerationStdDeviationX" -0.98110101440678
3 "WALKING" "TimeGravityAccelerationStdDeviationY" -0.966240553559322
3 "WALKING" "TimeGravityAccelerationStdDeviationZ" -0.960852684067797
3 "WALKING" "TimeBodyAccelerationJerkMeanX" 0.0829709328491525
3 "WALKING" "TimeBodyAccelerationJerkMeanY" 0.0127682476559322
3 "WALKING" "TimeBodyAccelerationJerkMeanZ" -0.013364827779661
3 "WALKING" "TimeBodyAccelerationJerkStdDeviationX" -0.428516343559322
3 "WALKING" "TimeBodyAccelerationJerkStdDeviationY" -0.181419230254237
3 "WALKING" "TimeBodyAccelerationJerkStdDeviationZ" -0.720654731186441
3 "WALKING" "TimeBodyGyroscopeMeanX" -0.0426928995457627
3 "WALKING" "TimeBodyGyroscopeMeanY" -0.0705104974254237
3 "WALKING" "TimeBodyGyroscopeMeanZ" 0.0843744495507542
3 "WALKING" "TimeBodyGyroscopeStdDeviationX" -0.596346930847458
3 "WALKING" "TimeBodyGyroscopeStdDeviationY" -0.499625287288136
3 "WALKING" "TimeBodyGyroscopeStdDeviationZ" -0.434178202542373
3 "WALKING" "TimeBodyGyroscopeJerkMeanX" -0.0918204195491525
3 "WALKING" "TimeBodyGyroscopeJerkMeanY" -0.0514172549559322
3 "WALKING" "TimeBodyGyroscopeJerkMeanZ" -0.0342677451
3 "WALKING" "TimeBodyGyroscopeJerkStdDeviationX" -0.541616397118644
3 "WALKING" "TimeBodyGyroscopeJerkStdDeviationY" -0.737993755932203
3 "WALKING" "TimeBodyGyroscopeJerkStdDeviationZ" -0.551079942542373
3 "WALKING" "TimeBodyAccelerationMagnitudeMean" -0.288323472033898
3 "WALKING" "TimeBodyAccelerationMagnitudeStdDeviation" -0.487735915084746
3 "WALKING" "TimeGravityAccelerationMagnitudeMean" -0.288323472033898
3 "WALKING" "TimeGravityAccelerationMagnitudeStdDeviation" -0.487735915084746
3 "WALKING" "TimeBodyAccelerationJerkMagnitudeMean" -0.402333202033898
3 "WALKING" "TimeBodyAccelerationJerkMagnitudeStdDeviation" -0.403141284745763
3 "WALKING" "TimeBodyGyroscopeMagnitudeMean" -0.421801673559322
3 "WALKING" "TimeBodyGyroscopeMagnitudeStdDeviation" -0.558362783220339
3 "WALKING" "TimeBodyGyroscopeJerkMagnitudeMean" -0.63073270559322
3 "WALKING" "TimeBodyGyroscopeJerkMagnitudeStdDeviation" -0.753671416101695
3 "WALKING" "FrequencyBodyAccelerationMeanX" -0.396533731864407
3 "WALKING" "FrequencyBodyAccelerationMeanY" -0.0830478435976271
3 "WALKING" "FrequencyBodyAccelerationMeanZ" -0.616402910169492
3 "WALKING" "FrequencyBodyAccelerationStdDeviationX" -0.433703311525424
3 "WALKING" "FrequencyBodyAccelerationStdDeviationY" -0.0966068285372881
3 "WALKING" "FrequencyBodyAccelerationStdDeviationZ" -0.523093394915254
3 "WALKING" "FrequencyBodyAccelerationJerkMeanX" -0.453265268813559
3 "WALKING" "FrequencyBodyAccelerationJerkMeanY" -0.241801726186441
3 "WALKING" "FrequencyBodyAccelerationJerkMeanZ" -0.69259387220339
3 "WALKING" "FrequencyBodyAccelerationJerkStdDeviationX" -0.45394304
3 "WALKING" "FrequencyBodyAccelerationJerkStdDeviationY" -0.170177403123729
3 "WALKING" "FrequencyBodyAccelerationJerkStdDeviationZ" -0.747564612033898
3 "WALKING" "FrequencyBodyGyroscopeMeanX" -0.514753307627119
3 "WALKING" "FrequencyBodyGyroscopeMeanY" -0.593107398474576
3 "WALKING" "FrequencyBodyGyroscopeMeanZ" -0.398293336610169
3 "WALKING" "FrequencyBodyGyroscopeStdDeviationX" -0.623150268983051
3 "WALKING" "FrequencyBodyGyroscopeStdDeviationY" -0.453663184067797
3 "WALKING" "FrequencyBodyGyroscopeStdDeviationZ" -0.498554639491525
3 "WALKING" "FrequencyBodyAccelerationMagnitudeMean" -0.458514062542373
3 "WALKING" "FrequencyBodyAccelerationMagnitudeStdDeviation" -0.584455992033898
3 "WALKING" "FrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.395116134237288
3 "WALKING" "FrequencyBodyBodyAccelerationJerkMagnitudeStdDeviation" -0.41744681559322
3 "WALKING" "FrequencyBodyBodyGyroscopeMagnitudeMean" -0.610222628813559
3 "WALKING" "FrequencyBodyBodyGyroscopeMagnitudeStdDeviation" -0.59974543779661
3 "WALKING" "FrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.751914457457627
3 "WALKING" "FrequencyBodyBodyGyroscopeJerkMagnitudeStdDeviation" -0.773574064745763
3 "WALKING_DOWNSTAIRS" "TimeBodyAccelerationMeanX" 0.291605631956522
3 "WALKING_DOWNSTAIRS" "TimeBodyAccelerationMeanY" -0.0178097721219565
3 "WALKING_DOWNSTAIRS" "TimeBodyAccelerationMeanZ" -0.111070149978261
3 "WALKING_DOWNSTAIRS" "TimeBodyAccelerationStdDeviationX" 0.142456557034783
3 "WALKING_DOWNSTAIRS" "TimeBodyAccelerationStdDeviationY" 0.0708122725543478
3 "WALKING_DOWNSTAIRS" "TimeBodyAccelerationStdDeviationZ" -0.324026938043478
3 "WALKING_DOWNSTAIRS" "TimeGravityAccelerationMeanX" 0.941746406521739
3 "WALKING_DOWNSTAIRS" "TimeGravityAccelerationMeanY" -0.200321942608696
